label,No,Date,Content
,567,"""2017-06-22T02:48","""차도 모르는 거지들을 위해서 글을 올립니다. 그랜저ig^^ 좋은 차도 아니고 안 좋은 차도 아닙니다. 하지만 어차피 대한민국에서 타는 차에 비해서는 뭐 솔직히 좀 나은 차인거 같습니다. 벤츠 아우디 비엠? 그 차 타봐야 뭐 제대로 굴릴 때 있고 허세 부릴 만한 곳 대한민국에 있으면 말씀해주시고~ 쨋든 팩트는 거시기들 내맘에 들게 해주면 탈게요 근데 그 값어치 못해서 못사겠으니 좀 제대로 만들었으면 한다. 독삼사^^ 분발하세요 나태한 독일앜^^"""
,568,"""2017-06-22T00:02","""그랜저ig2.4모던 견적부탁드립니다.  현금기준godlm120@gmail.com"""
,569,"""2017-06-21T21:01","""출퇴근할때 or 임원들 주차장에 자주 보는데 차인데요 회색차는 진짜 이뻐 보입니다. 세단을 산다면 이차 사고 싶습니다 전 모하비 13년식 8만 오너 입니다"""
,570,"""2017-06-21T01:10","""가솔린 3.0 모델 생각보다 차도 잘나가고 고속주행 시 정숙성도 좋더군요. 지금타는 lf터보모델 팔고 기변하고싶을 정도 였네요. 무작정 욕하시지마시고 한번 시승해보심이... 가속력도 상당하고 hg와 달리 높은속력으로 달려도 안정감있게 가요."""
,571,"""2017-06-19T23:35","""응 택시"""
,572,"""2017-06-19T21:56","""엔진 폭발 사례 마구 발생"""
,573,"""2017-06-19T20:49","""ㅉㅉㅉㅉㅉㅉㅉ 엔진폭팔차량"""
,574,"""2017-06-19T20:14","""어려운 서민들 등쳐먹고 미세먼지 배출기계 팔아먹어서 배불린 적폐기업 현대기아자동차가 대한민국 미세먼지대책 비용을 전액 내고, 현대기아 재벌오너를 공중분해시켜서라도 전적으로 책임을 물어야 한다!"""
,575,"""2017-06-19T14:52","""뭐 차 성격이 다르긴하지만....스팅어보단 패밀리세단으론 그랜저가 괜찮을듯...."""
,576,"""2017-06-19T02:06","""택시"""
,577,"""2017-06-18T20:01","""솔직히 이번 그랜져는 가격대비 존니 잘나온거아님?성능,가격 디자인..흉기지만 솔직히 인정하자 타보고싶은차다"""
,578,"""2017-06-18T18:42","""택시~~~~~~~~"""
,579,"""2017-06-18T13:53","""길 가다가 이차 보면 꼰대 보는 느낌임. OOO들ㅉㅉ"""
,580,"""2017-06-18T01:31","""개인택시 색상 추가&lt;판테라 그레이&gt;요청 합니다.주황색상 은 빼주시고 ,그레이 색상 으로 선택의 폭을 추가 요청 합니다,"""
,581,"""2017-06-18T00:47","""제발 베로닉슨지 뭔지 븅맛나는 엠블럼 좀 쳐달지마라ㅋ\n존나 븅맛인증임ㅋ 오너들은 모를듯ㅋㅋㅋㅋ"""
,582,"""2017-06-17T23:17","""http://blog.naver.com/ktm505011"""
,583,"""2017-06-17T22:53","""디젤 실연비 보면 그냥 가성비끝판왕인듯"""
,584,"""2017-06-16T17:43","""응 제네시스 강제 리콜 한단다. 최순실 동창네 물품 구매해주는 조건으로 그동안 아무리 문제가 생겨도 리콜만은 막았고 대선전에 국토부 리콜 명령 내려도 거부하다가 정권 바뀌자마자 리콜 시행한단다. 제네시스 에쿠스도 그따위 그모양으로 만들었는데 신형 그랜져, 스팅어는 다를거라 생각하냐? 1~2년 뒤 또 여러가지 문제점 터져나오겠지."""
,585,"""2017-06-16T17:19","""2.4휘발유 즉시 출고 가능 선구매 할인 차량 정보입니다. \nhttp://ktrental.tistory.com/283"""
,586,"""2017-06-16T15:44",""""""
,587,"""2017-06-16T11:36","""비엠 5시리즈. 벤츠 이클래스 경쟁모델. 현대기아 정말 많이 발전했네요. 폭스바겐은 이미 오래전에 제치고.. 아우디도 이번에 넘어섰다죠 역사와 철학과 전통성면에서도 능가했다는데(증명됨) 너무 앞서나가는것도 좀 걱정되는군요 현대기아..^^"""
,588,"""2017-06-16T09:40","""그렌져 디젤 겔겔 거리는 엔진음\n조금 타면서 점점 심해지는 소음.\n넘 챙피 스러워요~\n어찌 않되나요, 후회 됩니다."""
,589,"""2017-06-15T18:51","""전반적으로 괜찮아 보이는데 걸리는게 딱 하나 있네 C-MDPS"""
,590,"""2017-06-15T17:34","""이번에 그랜저 잘 나온거는 같은데 뭔가 2%부족한 느낌...실내 인테리어의 시계부분...어디다 두지? 하다가 걍 여기다 배치해야겠다라는 느낌..."""
,591,"""2017-06-15T16:36","""3.0 가솔린 견적 부탁드립니다.충남 아산 지역입니다 \nhihi2079@naver.com"""
,592,"""2017-06-15T16:00","""현대 기아 그래서 현기증 발생\n수출차 가격 으로 국내시판 은 언제 가능한가  국내소비가가 봉 으로생각?"""
,593,"""2017-06-14T17:48","""아반떼 닮았네 시계위치 어쩌고 하면서 댓글쓰는 애들아. 니네 참 불쌍타. 돈없어서 차는 못사고 정신승리나 할려고 댓글 하나 남기는 모습이. 쳐량하고 안쓰럽다ㅠ"""
,594,"""2017-06-13T22:23","""시계 위치;"""
,595,"""2017-06-13T20:12","""닷지 차저 뒷부분이랑 비교좀요;;  http://auto.naver.com/car/image.nhn?yearsId=52649&amp;type=exterior&amp;selectIndex=5"""
,596,"""2017-06-13T18:46","""그릴이 먼가 약간 아쉽긴하지만 전체적으로 디자인 훌륭! 그래도 처음보단 사람들이 덜까고 칭찬하기 시작. 판매율에서 나타나고 있는듯 . 스마트센스같은 옵션은 필수적으로 넣어야할 옵션인듯 . 내부도 보면볼수록 이뻐요. 무조건 까지만 말고 이가격에 이정도면 진짜 좋은편이라고 감히 생각해요"""
,597,"""2017-06-13T18:17","""Ig 2.4가솔린, 하이브리드 두 종류로 견적 부탁 드립니다.  파노라마썬루프, 통풍시트스마트트렁크 옵션, 화이트크림으로 견적 부탁 드립니다. \n\n일시불 현금, 선수금 등 조건에 따른 할인규모도 알려주시면 감사드리겠습니다\nbba__@naver.com"""
,598,"""2017-06-13T16:12","""진장한 그랜져의 오너라면 3.0을 추천 드립니다."""
,599,"""2017-06-12T15:54","""역시 한국"""
,600,"""2017-06-12T15:52","""벤츠 안부럽다~!"""
,601,"""2017-06-12T14:52","""그랜져ig2.4 프라미엄 스페셜 선수금1000 36개월or선수금0 36개월 or장기렌트 견적 부탁 드립니다\nkabbbaman@naver.com"""
,602,"""2017-06-12T11:41","""길거리에서 계속 보다보니까 겉면은 이뻐보이긴한다 ㅋㅋㅋㅋㅋㅋㅋㅋ"""
,603,"""2017-06-12T11:38","""IG 2.4 프리미엄 스페셜 1000선수 36개월 견적부탁드립니다.weetm@naver.com"""
,604,"""2017-06-12T08:49","""주행모드중 스마트모드는 머지.?\n운전자 운전 성향이 괴팍하면 반대로 셋팅?"""
,605,"""2017-06-11T23:17","""IG 2.4 프리미엄 스페셜 1000선수 36개월 견적부탁드립니다.\nkkong0604@naver.com"""
,606,"""2017-06-11T17:50","""그랜저가 가장 가성비 있지. 결혼해서 애생기고 나중에 중고차나 AS도 고려해봤을때 그랜저 정도믄 30~40대에 가장 훌륭하다. 말리부는 물새도 as안해주고 sm6는 잔고장 왕. 볼보는 시동꺼져도 처리 안해줘서 골프채로 차 뿌시고ㅋㅋㅋ. 문제있으면 군소리 없이 고쳐주는 현기짱"""
,607,"""2017-06-11T16:31","""외관 디자인  아주 훌륭하다! 모트라인에서 언급했듯이 실내디자인이  영 꽝이다.특히 네비게이션  비대칭 디자인은\n아주 거슬린다.\n지금의 외관과 폭스바겐차의 아테온 실내디자인이라면 망설이지 않을텐데...."""
,608,"""2017-06-11T09:48","""면허없는 미성년자들이 개때마냥 몰려와서 하는소리가 비싸네 뭐네 현기는 흉기네 개소리하고 싸면 원가절감했니뭐니 못까서 답답한갑네ㅋㅋㅋㅋㅋ저게 구매하기 만만해보이는 차였던가? 20대중반 먹어봐라 미래에도 저거 살수있을까 의문이다"""
,609,"""2017-06-10T19:09","""2.4 프리미엄 스페셜 오토\n\n옵션: avm+스마트전동트렁크, HUD, 스마트전동트렁크,스마트센스패키지2, 파노라마썬루프\n\n색상: 화이트 크림\n\n위에 트림 옵션 색상 조건으로 견적서 두가지 부탁합니다\n\n1. 현금할인만 할때 가능한 견적\n2. 블박등 사인품으로 할때 해주실수 있는 견적\n\n두가지로 나눠서 견적 부탁드려요"""
,610,"""2017-06-10T17:15","""http://trex2802.tistory.com/5 제조사별 구매 후 만족도 조사"""
,611,"""2017-06-10T08:29","""엔진오일세트15회 ㅋㅋ미끼네 ㅡㅡ"""
,612,"""2017-06-10T07:50","""현대에서 만든순간 안정성은 사요나라~"""
,613,"""2017-06-09T19:00","""가격과 연비때문에 2.4 타고 싶은데 하도 까는글이 많아서..꺼리게 되네.."""
,614,"""2017-06-09T18:03","""IG 2.4 프리미엄 스페셜 1000선수 60개월 견적부탁드립니다. pdpd02022icloud.com"""
,615,"""2017-06-09T16:18","""장기 렌트/ 리스 / 할부      최고 조건 친철 상담 드립니다.   mycha@mycha.co.kr"""
,616,"""2017-06-09T15:42","""중고 구입 소비자 우롱하는 나뿐구리들..\n반성해야 함"""
,617,"""2017-06-09T14:57","""후미등 90년초반에 돌아다니던 마쯔다 RX7 닮았다"""
,618,"""2017-06-08T21:12","""댓글 대로면차가몇대안보여야돼는데 까놓고말리부나슴6보다도많이지나다님ㅋㅋ"""
,619,"""2017-06-08T15:10","""차량 리스 문의 다 받아드립니다.　　　　　\nmarineauto12@naver.com"""
,620,"""2017-06-08T14:26","""선납금1,000과 無\n\n2.2디젤 풀옵션 견적 부탁드립니다. joyh1023@naver.com"""
,621,"""2017-06-08T13:26","""선납금 1000  2.2, 2.4 둘 다 견적 부탁드립니다. zippyziggy14@nate.com"""
,622,"""2017-06-08T03:56","""흉기차 사도되는데 최소 몇년지나고사세요 엔진문제가 아직도 한창인데 5천도 못타서 실린더 구멍나면 문제심각한겁니다"""
,623,"""2017-06-08T03:54","""흉기에서 지금 조직적으로 댓글조작하고 있답니다 타사는 허위사실유포에 없는결함 지어내고 까내리고 자기들차량은 은근 홍보중이랍니다"""
,624,"""2017-06-08T01:38","""20살에 크루즈1.6 기름값 후덜덜해서 1년정도 타고 아빠한테 아반떼 신형나올때 사달라고 해서 1년 넘게 타는중인대 월급 세후 350이상+주식 꾸준히 100만원이상 버는대 그랜저ig 질러도 문제 없을것같은대 24살 아방이 보험료 180만원 그랜저는 한240만원 나오려나 지를까...하앍 너무 이뻐"""
,625,"""2017-06-07T21:56","""후미등 닷지 차저 닮았다"""
,626,"""2017-06-07T17:53","""2.2 디젤 일시불 풀옵션에서 선루프 빼고 견적 부탁드립니다.   mum9power@naver.com"""
,627,"""2017-06-06T20:23","""흉기란 기업이 만들었으므로 \n실격임"""
,628,"""2017-06-06T16:58","""그렌즈신형"""
,629,"""2017-06-06T14:22","""ㅠ"""
,630,"""2017-06-06T11:00",""""""
,631,"""2017-06-05T21:34","""그랜져 ig 장애인 lpg 왼발 썬룹포함 풀옵션 견적문의 드립니다. 지역대구이고 올현금 일시불입니다\nqqq4247@naver.com"""
,632,"""2017-06-05T15:42","""그랜져 3.0 익스 스페셜, 파썬, 스마트센스,hud견적 부탁드립니다\njjanjina@네이트.com"""
,633,"""2017-06-05T11:41","""얼마전 뉴스타파(급발진 고압장치 이상) 보고, 현대차 양아치들 정말, 한심하더군요,  자동차는 안전입니다 안전상 심각한 문제가 될 수 있는 부분을 숨기고 지들끼리 쉬쉬하는 거 보면서, 현대차하고 기아차는 생각을 접었습니다 정말 현대하고 기아 양아치세끼들 진짜 국민을 상대로, 개등신, 개호구로 보는지.. 원.."""
,634,"""2017-06-05T11:26","""그랜져 2.4 가솔린  \n프리미엄    익스테리어1 + 센스패키지 1\n딜러할인포함  일시불 견적부탁드립니다\n판테라그레이 (내장 브라운투톤)\n출고기간도 확인부탁드립니다\n바로구매예정\nProperly3750@nate.com"""
,635,"""2017-06-05T08:19","""그랜져 3.0 익스 스페셜, 파노라마, jbl오디오패키지\n외장 흰색 내장 베이직색 견적 부탁드립니다.\n우리은행 위비자동차대출 받을 예정입니다.\nPromise3524@네이버 입니다."""
,636,"""2017-06-05T01:10","""하 내부 디자인 희대의 쓰레기 디자인"""
,637,"""2017-06-04T22:31","""3.0 가솔린 익스클루시브 견적 부탁드립니다."""
,638,"""2017-06-03T21:46","""아슬란이 hg후속으로 나왓다면 대박쳣을텐데"""
,639,"""2017-06-03T14:27","""차사본적 없는 뚜벅이들은 댓글 못남기게 해야됨."""
,640,"""2017-06-03T09:53","""이게 흉기차가 아니라 다른데서 나왔으면 참 좋았을텐데"""
,641,"""2017-06-03T03:56","""한달 주행한 소감\n1. 50대가 탈 차는 아님.스포츠세단 감성.\n2. Gdi 엔진 진동 소음 거슬림. \n3. 정말 이쁘기도 하고, 못생겨 보이기도 함.\n  외제차 짬뽕 디자인으로 이거다  싶은 느낌이\n없음.동급에 일본차만 아니면 혼다 어코드 괜찬을듯."""
,642,"""2017-06-03T01:41","""이 가격에 이만한 차는 없다\n하지만 딱 가격 만큼만 좋다"""
,643,"""2017-06-02T21:53","""이거 크기랑 무게가 안나오네 네이버자동차 돌았나"""
,644,"""2017-06-02T11:53","""그랜져 얼마 안하는구나 제일 잘나가는 모델이 3500정도 하네. 뭐 폭스바겐 골프보다 싸네. 진짜 저 큰 차가 3500이면 진짜 싸긴 싸구나 ㅋㅋㅋㅋㅋ많이 팔리는 이유가 있엉~"""
,645,"""2017-06-01T19:11","""뭐거 진실이고뭐가 거짓인지 위증과 위선이  난무하는 시대라 오호~통재라!"""
,646,"""2017-06-01T13:33","""그랜져...뭐라뭐라해도 이것저것 따지다보니 그랜져로 맘이 정해지는게 현실..하지만 뭔가 찜찜함도 동반되는게 현실.."""
,647,"""2017-06-01T01:28","""도대체 뭐가 팔린다는건지 차를 본적이 몇번없다.... 수도권 많이 팔렸나... 봐.. 양산 언양 부산 참보기 힘들다.... 부산몇대본것같지만 주말에 온주변도시 다놀러오니 그것도 객관성이 떨어지고... 최근차는 어디서 저리팔리건지.. 조작도 의심스럽고 케이5 더자주보인다..."""
,648,"""2017-05-31T22:58","""ㅆ.. ㅍ 제발 국민 등 좀 쳐 먹지마라. 니들 위해서 수입차 관세도 꼬박꼬박 내왔고, 외국 가서 현기차 보면 자랑스러워해주는 국민들이다. 좁은 땅덩어리에서 이렇게 많이 사주는데, 규모의 경제도 있는데, 잘 해주지는 못할 망정 국민들 좀 차별하지마라."""
,649,"""2017-05-31T22:58","""ㅆ.. ㅍ 제발 국민 등 좀 쳐 먹지마라. 니들 위해서 수입차 관세도 꼬박꼬박 내왔고, 외국 가서 현기차 보면 자랑스러워해주는 국민들이다. 좁은 땅덩어리에서 이렇게 많이 사주는데, 규모의 경제도 있는데, 잘 해주지는 못할 망정 국민들 좀 차별하지마라."""
,650,"""2017-05-31T21:03","""2.4에 gdi좀 처넣지마 그래도 한때는현대의자부심이였자나 gdi넣는순간부터그냥 나부랭이차일뿐이야 대형의핵심인 정숙 안전인데 그딴엔진은아오 내가현빠지만 ㅅ.OOO짜이건용서가안된다"""
,651,"""2017-05-31T07:02","""테슬라 전기차 쳐다보지말고 수소차기술이나 더 발전시켜라. 기껏 확보한 자신들의 강점은 팽개치고 무슨 전기차니 하이브리드니 맨날 자동차 후발주자로만 남을 것인가??"""
,652,"""2017-05-30T22:44","""http://fcnang.blog.me/221015204970"""
,653,"""2017-05-30T21:34","""2.4 프리미엄스페셜 전액 현금 견적과 혜택 부탁 드립니다.\n\nfly425@naver.com"""
,654,"""2017-05-30T19:56","""옛날 각그렌져의 중후한 포스는 어디에서도 찾아볼수없네"""
,655,"""2017-05-30T18:07","""예전 2.4 Gdi버전은 쥐약이었죠... 불안불안... 자차도 안들었었는데... 이번에는 정말 디자인부터 짱...\n실내도 넓고... 자차 안들고 타려면... 카닥앱 활용하면 좋더라구요..."""
,656,"""2017-05-30T14:44","""댓글엔 욕밖에 없는데\n왜이렇게 잘팔릴까.."""
,657,"""2017-05-30T14:31","""http://m.news.naver.com/read.nhn?mode=LSD&amp;mid=sec&amp;sid1=101&amp;oid=005&amp;aid=0000970822\n\n현대 기아 523만대 결함 .. 응 그래 이젠 놀랍지도 않다 ^^"""
,658,"""2017-05-30T14:17","""횬다이가 머리를쥐어짜내 대형 고급세단이라고 출시한게 이거라고?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"""
,659,"""2017-05-30T13:09","""그랜져 2.4 가 나을까요. 알티마 2.5sl 이 나을까요"""
,660,"""2017-05-29T21:17","""양심이 있으면 현기차야 디자인 외부내부BMW싸잡아서 배낀거 티난다 현기야 너넨 왜그렇게 졸렬하고 추잡하냐 기술도 안되는게"""
